"Header_ForgotPassword_EnterHint": "Enter your e-mail address and a new password will be sent to you."	###	"Header_ForgotPassword_EnterHint": "Ange din e-postadress så skickas ett nytt lösenord till dig."	###	"Header_ForgotPassword_EnterHint": "Skriv inn e-postadressen din, og et nytt passord vil bli sendt til deg."	###	"Header_ForgotPassword_EnterHint": "Syötä sähköpostiosoitteesi ja uusi salasana lähetetään sinulle."	###	"Header_ForgotPassword_EnterHint": "Indtast din e-mail-adresse, og en ny adgangskode sendes til dig."	###	"Header_ForgotPassword_EnterHint": "Ingrese su dirección de correo electrónico y se le enviará una nueva contraseña."	###	"Header_ForgotPassword_EnterHint": "Digite seu endereço de e-mail e uma nova senha será enviada a você."	###@@@###
"Header_ForgotPassword_Remember": "Do you remember your password?"	###	"Header_ForgotPassword_Remember": "Kommer du ihåg ditt lösenord?"	###	"Header_ForgotPassword_Remember": "Husker du passordet ditt?"	###	"Header_ForgotPassword_Remember": "Muistatko salasanasi?"	###	"Header_ForgotPassword_Remember": "Kan du huske din adgangskode?"	###	"Header_ForgotPassword_Remember": "¿Recuerdas tu contraseña?"	###	"Header_ForgotPassword_Remember": "Você se lembra da sua senha?"	###@@@###
"Link_ForgotPassword_Login": "Login"	###	"Link_ForgotPassword_Login": "Logga in"	###	"Link_ForgotPassword_Login": "Logg Inn"	###	"Link_ForgotPassword_Login": "Kirjaudu sisään"	###	"Link_ForgotPassword_Login": "Log på"	###	"Link_ForgotPassword_Login": "Acceso"	###	"Link_ForgotPassword_Login": "Conecte-se"	###@@@###
"Label_ForgotPassword_Email": "Email Address"	###	"Label_ForgotPassword_Email": "E-postadress"	###	"Label_ForgotPassword_Email": "Epostadresse"	###	"Label_ForgotPassword_Email": "Sähköpostiosoite"	###	"Label_ForgotPassword_Email": "Email adresse"	###	"Label_ForgotPassword_Email": "Dirección de correo electrónico"	###	"Label_ForgotPassword_Email": "Endereço de email"	###@@@###
"Label_ForgotPassword_EmailPlaceholder": "Here you enter your email address."	###	"Label_ForgotPassword_EmailPlaceholder": "Här anger du din e -postadress."	###	"Label_ForgotPassword_EmailPlaceholder": "Her skriver du inn e -postadressen din."	###	"Label_ForgotPassword_EmailPlaceholder": "Tässä kirjoitat sähköpostiosoitteesi."	###	"Label_ForgotPassword_EmailPlaceholder": "Her indtaster du din e -mail -adresse."	###	"Label_ForgotPassword_EmailPlaceholder": "Aquí ingresa su dirección de correo electrónico."	###	"Label_ForgotPassword_EmailPlaceholder": "Aqui você insere seu endereço de e -mail."	###@@@###
"Label_ForgotPassword_EmailValidationError": "Please enter a valid email address."	###	"Label_ForgotPassword_EmailValidationError": "Ange en giltig e -postadress."	###	"Label_ForgotPassword_EmailValidationError": "Vennligst skriv inn en gyldig e-post adresse."	###	"Label_ForgotPassword_EmailValidationError": "Ole hyvä ja syötä toimiva sähköpostiosoite."	###	"Label_ForgotPassword_EmailValidationError": "Indtast venligst en gyldig e-mailadresse."	###	"Label_ForgotPassword_EmailValidationError": "Por favor, introduce una dirección de correo electrónico válida."	###	"Label_ForgotPassword_EmailValidationError": "Por favor insira um endereço de e-mail válido."	###@@@###
"Button_ForgotPassword_Login": "Send a new password"	###	"Button_ForgotPassword_Login": "Skicka ett nytt lösenord"	###	"Button_ForgotPassword_Login": "Send et nytt passord"	###	"Button_ForgotPassword_Login": "Lähetä uusi salasana"	###	"Button_ForgotPassword_Login": "Send en ny adgangskode"	###	"Button_ForgotPassword_Login": "Enviar una nueva contraseña"	###	"Button_ForgotPassword_Login": "Envie uma nova senha"	###@@@###
"Button_ForgotPassword_Save": "Send a new password"	###	"Button_ForgotPassword_Save": "Skicka ett nytt lösenord"	###	"Button_ForgotPassword_Save": "Send et nytt passord"	###	"Button_ForgotPassword_Save": "Lähetä uusi salasana"	###	"Button_ForgotPassword_Save": "Send en ny adgangskode"	###	"Button_ForgotPassword_Save": "Enviar una nueva contraseña"	###	"Button_ForgotPassword_Save": "Envie uma nova senha"	###@@@###
"Header_SetPassword_Password": "Enter a new password"	###	"Header_SetPassword_Password": "Ange ett nytt lösenord"	###	"Header_SetPassword_Password": "Skriv inn et nytt passord"	###	"Header_SetPassword_Password": "Syötä uusi salasana"	###	"Header_SetPassword_Password": "Indtast et nyt kodeord"	###	"Header_SetPassword_Password": "Introduzca una nueva contraseña"	###	"Header_SetPassword_Password": "Insira uma nova senha"	###@@@###
"Header_SetPassword_EnterHint": "Enter your password twice"	###	"Header_SetPassword_EnterHint": "Ange ditt lösenord två gånger"	###	"Header_SetPassword_EnterHint": "Skriv inn passordet ditt to ganger"	###	"Header_SetPassword_EnterHint": "Kirjoita salasanasi kahdesti"	###	"Header_SetPassword_EnterHint": "Indtast din adgangskode to gange"	###	"Header_SetPassword_EnterHint": "Ingrese su contraseña dos veces"	###	"Header_SetPassword_EnterHint": "Digite sua senha duas vezes"	###@@@###
"Link_SetPassword_Cancel": "Cancel"	###	"Link_SetPassword_Cancel": "Annullera"	###	"Link_SetPassword_Cancel": "Avbryt"	###	"Link_SetPassword_Cancel": "Peruuttaa"	###	"Link_SetPassword_Cancel": "Afbestille"	###	"Link_SetPassword_Cancel": "Cancelar"	###	"Link_SetPassword_Cancel": "Cancelar"	###@@@###
"Label_SetPassword_Label": "Password"	###	"Label_SetPassword_Label": "Lösenord"	###	"Label_SetPassword_Label": "Passord"	###	"Label_SetPassword_Label": "Salasana"	###	"Label_SetPassword_Label": "Adgangskode"	###	"Label_SetPassword_Label": "Contraseña"	###	"Label_SetPassword_Label": "Senha"	###@@@###
"Label_SetPassword_ConfirmLabel": "Confirm Password"	###	"Label_SetPassword_ConfirmLabel": "Bekräfta lösenord"	###	"Label_SetPassword_ConfirmLabel": "Bekreft passord"	###	"Label_SetPassword_ConfirmLabel": "Vahvista salasana"	###	"Label_SetPassword_ConfirmLabel": "Bekræft kodeord"	###	"Label_SetPassword_ConfirmLabel": "Confirmar Contraseña"	###	"Label_SetPassword_ConfirmLabel": "Confirme sua senha"	###@@@###
"Label_SetPassword_MinLengthValidationError": "Password is too short (minimum {$minLength} characters)"	###	"Label_SetPassword_MinLengthValidationError": "Lösenordet är för kort (minimum {$minlängd} tecken)"	###	"Label_SetPassword_MinLengthValidationError": "Passordet er for kort (minimum {$minlength} tegn)"	###	"Label_SetPassword_MinLengthValidationError": "Salasana on liian lyhyt (vähintään {$minlength} -merkit)"	###	"Label_SetPassword_MinLengthValidationError": "Adgangskode er for kort (minimum {$minlength} tegn)"	###	"Label_SetPassword_MinLengthValidationError": "La contraseña es demasiado corta (mínimo {$ minlength} caracteres)"	###	"Label_SetPassword_MinLengthValidationError": "A senha é muito curta (mínimo {$ minlength} caracteres)"	###@@@###
"Label_SetPassword_MismatchValidationError": "Password does not match"	###	"Label_SetPassword_MismatchValidationError": "Lösenordet matchar inte"	###	"Label_SetPassword_MismatchValidationError": "Passordet stemmer ikke"	###	"Label_SetPassword_MismatchValidationError": "Salasana ei täsmää"	###	"Label_SetPassword_MismatchValidationError": "Adgangskoden passer ikke"	###	"Label_SetPassword_MismatchValidationError": "Las contraseñas no coinciden"	###	"Label_SetPassword_MismatchValidationError": "Senha não corresponde"	###@@@###
"Button_SetPassword_Save": "Save"	###	"Button_SetPassword_Save": "Spara"	###	"Button_SetPassword_Save": "Lagre"	###	"Button_SetPassword_Save": "Tallentaa"	###	"Button_SetPassword_Save": "Gemme"	###	"Button_SetPassword_Save": "Ahorrar"	###	"Button_SetPassword_Save": "Salvar"	###@@@###
"Email_SiteName_Text": "Aurora"	###	"Email_SiteName_Text": "Aurora"	###	"Email_SiteName_Text": "Aurora"	###	"Email_SiteName_Text": "Aurora"	###	"Email_SiteName_Text": "Aurora"	###	"Email_SiteName_Text": "Aurora"	###	"Email_SiteName_Text": "Aurora"	###@@@###
"Email_From_Text": "Hello@tritonite.io"	###	"Email_From_Text": "Hello@tritonite.io"	###	"Email_From_Text": "Hello@tritonite.io"	###	"Email_From_Text": "Hello@tritonite.io"	###	"Email_From_Text": "Hej@tritonite.io"	###	"Email_From_Text": "Hola@tritonite.io"	###	"Email_From_Text": "Hello@tritonite.io"	###@@@###
"Email_ResetPassword_Subject": "Reset your password"	###	"Email_ResetPassword_Subject": "Återställ ditt lösenord"	###	"Email_ResetPassword_Subject": "Tilbakestill passordet ditt"	###	"Email_ResetPassword_Subject": "Nollaa salasana"	###	"Email_ResetPassword_Subject": "Nulstil din adgangskode"	###	"Email_ResetPassword_Subject": "Restablecer su contraseña"	###	"Email_ResetPassword_Subject": "Redefina sua senha"	###@@@###
"Label_List_Month": "Last 30 days"	###	"Label_List_Month": "De senaste 30 dagarna"	###	"Label_List_Month": "Siste 30 dager"	###	"Label_List_Month": "Viimeiset 30 päivää"	###	"Label_List_Month": "Sidste 30 dage"	###	"Label_List_Month": "Últimos 30 días"	###	"Label_List_Month": "Últimos 30 dias"	###@@@###
"Label_List_Old": "Older than 30 days"	###	"Label_List_Old": "Äldre än 30 dagar"	###	"Label_List_Old": "Eldre enn 30 dager"	###	"Label_List_Old": "Yli 30 päivää"	###	"Label_List_Old": "Ældre end 30 dage"	###	"Label_List_Old": "Más de 30 días"	###	"Label_List_Old": "Com mais de 30 dias"	###@@@###
"Label_List_Today": "Today"	###	"Label_List_Today": "I dag"	###	"Label_List_Today": "I dag"	###	"Label_List_Today": "Tänään"	###	"Label_List_Today": "I dag"	###	"Label_List_Today": "Hoy"	###	"Label_List_Today": "Hoje"	###@@@###
"Label_List_Week": "Last 7 days"	###	"Label_List_Week": "De senaste sju dagarna"	###	"Label_List_Week": "Siste 7 dager"	###	"Label_List_Week": "Viimeiset 7 päivää"	###	"Label_List_Week": "Sidste 7 dage"	###	"Label_List_Week": "Los últimos 7 días"	###	"Label_List_Week": "Últimos 7 dias"	###@@@###
"Label_List_Yesterday": "Yesterday"	###	"Label_List_Yesterday": "I går"	###	"Label_List_Yesterday": "I går"	###	"Label_List_Yesterday": "Eilen"	###	"Label_List_Yesterday": "I går"	###	"Label_List_Yesterday": "Ayer"	###	"Label_List_Yesterday": "Ontem"	###@@@###
"Label_Chat_Placeholder_Send": "Message"	###	"Label_Chat_Placeholder_Send": "Meddelande"	###	"Label_Chat_Placeholder_Send": "Beskjed"	###	"Label_Chat_Placeholder_Send": "Viesti"	###	"Label_Chat_Placeholder_Send": "Besked"	###	"Label_Chat_Placeholder_Send": "Mensaje"	###	"Label_Chat_Placeholder_Send": "Mensagem"	###@@@###
"Label_Chat_Placeholder_Send_Label": "New message"	###	"Label_Chat_Placeholder_Send_Label": "Nytt meddelande"	###	"Label_Chat_Placeholder_Send_Label": "Ny melding"	###	"Label_Chat_Placeholder_Send_Label": "Uusi viesti"	###	"Label_Chat_Placeholder_Send_Label": "Ny besked"	###	"Label_Chat_Placeholder_Send_Label": "Nuevo mensaje"	###	"Label_Chat_Placeholder_Send_Label": "Nova mensagem"	###@@@###
"Label_Ordercard_Meta": "Meta values"	###	"Label_Ordercard_Meta": "Metavärden"	###	"Label_Ordercard_Meta": "Metaverdier"	###	"Label_Ordercard_Meta": "Meta -arvot"	###	"Label_Ordercard_Meta": "Metaværdier"	###	"Label_Ordercard_Meta": "Meta valores"	###	"Label_Ordercard_Meta": "Meta valores"	###@@@###
"Label_Ordercard_Persondata": "Person data"	###	"Label_Ordercard_Persondata": "Persondata"	###	"Label_Ordercard_Persondata": "Persondata"	###	"Label_Ordercard_Persondata": "Henkilötiedot"	###	"Label_Ordercard_Persondata": "Persondata"	###	"Label_Ordercard_Persondata": "Datos de la persona"	###	"Label_Ordercard_Persondata": "Dados da pessoa"	###@@@###
"Label_Ordercard_Persondata_url": "Picture at person"	###	"Label_Ordercard_Persondata_url": "Bild på personen"	###	"Label_Ordercard_Persondata_url": "Bilde på personen"	###	"Label_Ordercard_Persondata_url": "Kuva"	###	"Label_Ordercard_Persondata_url": "Billede på person"	###	"Label_Ordercard_Persondata_url": "Imagen en la persona"	###	"Label_Ordercard_Persondata_url": "Foto em pessoa"	###@@@###
"Label_Ordercard_Postaddress": "Postaddress"	###	"Label_Ordercard_Postaddress": "Postadress"	###	"Label_Ordercard_Postaddress": "Postadresse"	###	"Label_Ordercard_Postaddress": "Postiosoite"	###	"Label_Ordercard_Postaddress": "PostaDdress"	###	"Label_Ordercard_Postaddress": "Dirección postal"	###	"Label_Ordercard_Postaddress": "Endereço postal"	###@@@###
"Label_Ordercard_Roles": "Roles"	###	"Label_Ordercard_Roles": "Roller"	###	"Label_Ordercard_Roles": "Roller"	###	"Label_Ordercard_Roles": "Roolit"	###	"Label_Ordercard_Roles": "Roller"	###	"Label_Ordercard_Roles": "Roles"	###	"Label_Ordercard_Roles": "Papéis"	###@@@###
"Label_Ordercard_Relation": "Relation"	###	"Label_Ordercard_Relation": "Relation"	###	"Label_Ordercard_Relation": "Forhold"	###	"Label_Ordercard_Relation": "Suhde"	###	"Label_Ordercard_Relation": "Relation"	###	"Label_Ordercard_Relation": "Relación"	###	"Label_Ordercard_Relation": "Relação"	###@@@###
"Label_Ordercard_Notes": "Notes"	###	"Label_Ordercard_Notes": "Anteckningar"	###	"Label_Ordercard_Notes": "Merknader"	###	"Label_Ordercard_Notes": "Muistiinpanot"	###	"Label_Ordercard_Notes": "Noter"	###	"Label_Ordercard_Notes": "Notas"	###	"Label_Ordercard_Notes": "Notas"	###@@@###
"Label_Ordercard_Audit": "Audit"	###	"Label_Ordercard_Audit": "Granska"	###	"Label_Ordercard_Audit": "Revidere"	###	"Label_Ordercard_Audit": "Tarkastaa"	###	"Label_Ordercard_Audit": "Revidere"	###	"Label_Ordercard_Audit": "Auditoría"	###	"Label_Ordercard_Audit": "Auditoria"	###@@@###
"Entity_Label_Field_order_process_method": "Process method"	###	"Entity_Label_Field_order_process_method": "Processmetod"	###	"Entity_Label_Field_order_process_method": "Prosessmetode"	###	"Entity_Label_Field_order_process_method": "Prosessimenetelmä"	###	"Entity_Label_Field_order_process_method": "Procesmetode"	###	"Entity_Label_Field_order_process_method": "Método de proceso"	###	"Entity_Label_Field_order_process_method": "Método de processo"	###@@@###
"Entity_Label_Field_order_type_name": "Order type"	###	"Entity_Label_Field_order_type_name": "Ordertyp"	###	"Entity_Label_Field_order_type_name": "Bestillingstype"	###	"Entity_Label_Field_order_type_name": "Tilaustapa"	###	"Entity_Label_Field_order_type_name": "Ordretype"	###	"Entity_Label_Field_order_type_name": "Tipo de orden"	###	"Entity_Label_Field_order_type_name": "Tipo de pedido"	###@@@###
"Entity_Label_state_name": "Order status"	###	"Entity_Label_state_name": "Orderstatus"	###	"Entity_Label_state_name": "Ordre status"	###	"Entity_Label_state_name": "Tilauksen tila"	###	"Entity_Label_state_name": "Ordre status"	###	"Entity_Label_state_name": "Estado de pedido"	###	"Entity_Label_state_name": "Status do pedido"	###@@@###
"Entity_Label_state_description": "Order status"	###	"Entity_Label_state_description": "Orderstatus"	###	"Entity_Label_state_description": "Ordre status"	###	"Entity_Label_state_description": "Tilauksen tila"	###	"Entity_Label_state_description": "Ordre status"	###	"Entity_Label_state_description": "Estado de pedido"	###	"Entity_Label_state_description": "Status do pedido"	###@@@###
"Entity_Label_Orderid": "Order ID"	###	"Entity_Label_Orderid": "Beställnings -ID"	###	"Entity_Label_Orderid": "Bestillings ID"	###	"Entity_Label_Orderid": "Tilausnumero"	###	"Entity_Label_Orderid": "Ordre ID"	###	"Entity_Label_Orderid": "Solicitar ID"	###	"Entity_Label_Orderid": "ID do pedido"	###@@@###
"Entity_Label_Title": "Titel"	###	"Entity_Label_Title": "Titel"	###	"Entity_Label_Title": "Titel"	###	"Entity_Label_Title": "Titteli"	###	"Entity_Label_Title": "Titel"	###	"Entity_Label_Title": "Titelo"	###	"Entity_Label_Title": "Titel"	###@@@###
"Entity_Label_Nid": "ID"	###	"Entity_Label_Nid": "Id"	###	"Entity_Label_Nid": "Id"	###	"Entity_Label_Nid": "Henkilöllisyystodistus"	###	"Entity_Label_Nid": "Id"	###	"Entity_Label_Nid": "IDENTIFICACIÓN"	###	"Entity_Label_Nid": "EU IA"	###@@@###
"Entity_Label_Created": "Created"	###	"Entity_Label_Created": "Skapad"	###	"Entity_Label_Created": "Opprettet"	###	"Entity_Label_Created": "Luotu"	###	"Entity_Label_Created": "Oprettet"	###	"Entity_Label_Created": "Creado"	###	"Entity_Label_Created": "Criada"	###@@@###
"Entity_Label_Changed": "Changed"	###	"Entity_Label_Changed": "Ändrats"	###	"Entity_Label_Changed": "Endret"	###	"Entity_Label_Changed": "Muuttunut"	###	"Entity_Label_Changed": "Ændret"	###	"Entity_Label_Changed": "Cambió"	###	"Entity_Label_Changed": "Mudado"	###@@@###
"Entity_Label_Field_pep": "Is a PEP"	###	"Entity_Label_Field_pep": "Är en pep"	###	"Entity_Label_Field_pep": "Er en pep"	###	"Entity_Label_Field_pep": "On pep"	###	"Entity_Label_Field_pep": "Er en pep"	###	"Entity_Label_Field_pep": "Es un pep"	###	"Entity_Label_Field_pep": "É um pep"	###@@@###
"Entity_Label_Field_current_ssn": "SSN"	###	"Entity_Label_Field_current_ssn": "Ssn"	###	"Entity_Label_Field_current_ssn": "SSN"	###	"Entity_Label_Field_current_ssn": "SSN"	###	"Entity_Label_Field_current_ssn": "SSN"	###	"Entity_Label_Field_current_ssn": "Ssn"	###	"Entity_Label_Field_current_ssn": "Ssn"	###@@@###
"Entity_Label_Field_ssntype": "SSN Type"	###	"Entity_Label_Field_ssntype": "SSN -typ"	###	"Entity_Label_Field_ssntype": "SSN -type"	###	"Entity_Label_Field_ssntype": "SSN -tyyppi"	###	"Entity_Label_Field_ssntype": "SSN -type"	###	"Entity_Label_Field_ssntype": "Tipo SSN"	###	"Entity_Label_Field_ssntype": "Tipo SSN"	###@@@###
"Entity_Label_Field_Birth date": "Birth date"	###	"Entity_Label_Field_Birth date": "Födelsedatum"	###	"Entity_Label_Field_Birth date": "Bursdag"	###	"Entity_Label_Field_Birth date": "Syntymäpäivä"	###	"Entity_Label_Field_Birth date": "Fødselsdato"	###	"Entity_Label_Field_Birth date": "Fecha de nacimiento"	###	"Entity_Label_Field_Birth date": "Data de nascimento"	###@@@###
"Entity_Label_Field_postaladdress": "Postal adress"	###	"Entity_Label_Field_postaladdress": "Postadress"	###	"Entity_Label_Field_postaladdress": "Postadresse"	###	"Entity_Label_Field_postaladdress": "Postiosoite"	###	"Entity_Label_Field_postaladdress": "Postadresse"	###	"Entity_Label_Field_postaladdress": "Dirección postal"	###	"Entity_Label_Field_postaladdress": "Endereço postal"	###@@@###
"Entity_Label_Field_postaladdress2": "Postal adress 2"	###	"Entity_Label_Field_postaladdress2": "Postadress 2"	###	"Entity_Label_Field_postaladdress2": "Post Adress 2"	###	"Entity_Label_Field_postaladdress2": "Postitoiminta 2"	###	"Entity_Label_Field_postaladdress2": "Postadresse 2"	###	"Entity_Label_Field_postaladdress2": "Dirección postal 2"	###	"Entity_Label_Field_postaladdress2": "Cortido postal 2"	###@@@###
"Entity_Label_Field_housenumber": "House number"	###	"Entity_Label_Field_housenumber": "Hus nummer"	###	"Entity_Label_Field_housenumber": "Husnummer"	###	"Entity_Label_Field_housenumber": "Talonumero"	###	"Entity_Label_Field_housenumber": "Husnummer"	###	"Entity_Label_Field_housenumber": "Número de casa"	###	"Entity_Label_Field_housenumber": "Número da casa"	###@@@###
"Entity_Label_Field_postalcity": "Postal city"	###	"Entity_Label_Field_postalcity": "Poststad"	###	"Entity_Label_Field_postalcity": "Postby"	###	"Entity_Label_Field_postalcity": "Postikaupunki"	###	"Entity_Label_Field_postalcity": "Postby"	###	"Entity_Label_Field_postalcity": "Ciudad postal"	###	"Entity_Label_Field_postalcity": "Cidade postal"	###@@@###
"Entity_Label_Field_zipcode": "Zip code"	###	"Entity_Label_Field_zipcode": "Postnummer"	###	"Entity_Label_Field_zipcode": "Post kode"	###	"Entity_Label_Field_zipcode": "Postinumero"	###	"Entity_Label_Field_zipcode": "Postnummer"	###	"Entity_Label_Field_zipcode": "Código postal"	###	"Entity_Label_Field_zipcode": "CEP"	###@@@###
